Gene name	3' UTR start	3' UTR end	mean_utr_len	max_utr_len	median_utr_len	auto_reg
CCDC112	115267389.75	115267875.0	485.25	685.0	510.0	not_in_net
CCDC113	58266248.125	58267336.5	1088.375	4058.0	117.5	not_in_net
CCDC114	48296457.0	48296975.0	518.0	518.0	518.0	not_in_net
CCDC115	130338675.0	130339320.33333333	645.3333333333334	1186.0	798.5	not_in_net
CCDC116	21636358.0	21636565.5	207.5	258.0	207.5	not_in_net
CCDC117	28782036.25	28783236.5	1200.25	2974.0	204.0	not_in_net
CCDC12	46921728.5	46922056.0	327.5	330.0	327.5	not_in_net
CCDC120	49066448.307692304	49066903.15384615	454.84615384615387	1744.0	241.0	not_in_net
CCDC121	27626284.0	27626962.0	678.0	1323.0	678.0	not_in_net
CCDC122	43847251.5	43848005.5	754.0	927.0	754.0	not_in_net
CCDC124	17943716.0	17943988.0	272.0	275.0	272.0	not_in_net
CCDC125	69282429.6	69283243.8	814.2	2553.0	546.0	not_in_net
CCDC126	23643116.0	23644217.333333332	1101.3333333333333	1592.0	1591.0	not_in_net
CCDC127	196868.0	205296.0	8428.0	8428.0	8428.0	not_in_net
CCDC13	42705756.0	42708979.0	3223.0	3223.0	3223.0	not_in_net
CCDC130	13761406.2	13761742.6	336.4	577.0	227.0	not_in_net
CCDC134	41825824.0	41826096.0	272.0	475.0	272.0	not_in_net
CCDC136	128820245.6	128820421.7	176.1	331.0	218.5	not_in_net
CCDC137	81670987.2	81671288.6	301.4	1194.0	116.5	not_in_net
CCDC138	108830278.22222222	108830474.33333333	196.11111111111111	488.0	168.0	not_in_net
CCDC14	123938051.58333333	123938434.5	382.9166666666667	1993.0	171.0	not_in_net
CCDC140	222304395.0	222305217.0	822.0	822.0	822.0	not_in_net
CCDC141	178846178.0	178849646.66666666	3468.6666666666665	4882.0	4415.0	not_in_net
CCDC142	74472769.4	74473321.2	551.8	1713.0	266.0	not_in_net
CCDC144A	16754212.636363637	16755064.181818182	851.5454545454545	4247.0	293.0	not_in_net
CCDC146	77294867.0	77295204.0	337.0	337.0	337.0	not_in_net
CCDC148	158280819.5142857	158281023.02857143	203.5142857142857	1039.0	140.0	not_in_net
CCDC149	24807491.5	24808482.25	990.75	2271.0	650.0	not_in_net
CCDC15	125040712.0	125041488.0	776.0	777.0	776.0	not_in_net
CCDC150	196715310.02702704	196715473.43243244	163.40540540540542	668.0	124.0	not_in_net
CCDC151	11424134.466666667	11424308.666666666	174.2	343.0	156.0	not_in_net
CCDC152	42799782.0	42801395.0	1613.0	2657.0	1613.0	not_in_net
CCDC153	119189947.0	119190299.0	352.0	661.0	352.0	not_in_net
CCDC154	1434583.2	1434671.8	88.6	184.0	70.0	not_in_net
CCDC155	49401620.333333336	49401815.5	195.16666666666666	479.0	88.5	not_in_net
CCDC157	30373248.333333332	30373584.0	335.6666666666667	843.0	83.0	not_in_net
CCDC158	76344089.5	76344340.5	251.0	335.0	251.0	not_in_net
CCDC159	11351490.0	11351568.8	78.8	190.0	66.0	not_in_net
CCDC160	134245779.0	134246207.0	428.0	428.0	428.0	not_in_net
CCDC163	45495067.54545455	45495541.90909091	474.3636363636364	1300.0	127.0	not_in_net
CCDC167	37482938.0	37483185.0	247.0	247.0	247.0	not_in_net
CCDC168	102729367.0	102729450.0	83.0	83.0	83.0	not_in_net
CCDC169	36229307.777777776	36230042.88888889	735.1111111111111	5192.0	80.0	not_in_net
CCDC169-SOHLH2	36168794.0	36169033.0	239.0	239.0	239.0	not_in_net
CCDC17	45621210.333333336	45621363.266666666	152.93333333333334	389.0	118.0	not_in_net
CCDC170	151618148.0	151621193.0	3045.0	3045.0	3045.0	not_in_net
CCDC171	15900176.2	15901140.8	964.6	2200.0	1115.0	not_in_net
CCDC172	116379359.0	116380029.0	670.0	670.0	670.0	not_in_net
CCDC173	169645425.0	169645840.0	415.0	415.0	415.0	not_in_net
CCDC174	14671195.0	14672655.666666666	1460.6666666666667	1464.0	1460.0	not_in_net
CCDC175	59505067.0	59505238.0	171.0	171.0	171.0	not_in_net
CCDC177	69569799.0	69571498.0	1699.0	1699.0	1699.0	not_in_net
CCDC178	32939806.0	32940252.666666668	446.6666666666667	608.0	385.0	not_in_net
CCDC179	22846922.0	22847509.0	587.0	587.0	587.0	not_in_net
CCDC18	93221558.0	93221689.0	131.0	252.0	117.5	not_in_net
CCDC180	97376895.0	97378751.0	1856.0	1856.0	1856.0	not_in_net
CCDC181	169402842.0	169403020.66666666	178.66666666666666	184.0	176.0	not_in_net
CCDC182	57744495.0	57744810.0	315.0	315.0	315.0	not_in_net
CCDC183	136806965.2	136807130.6	165.4	363.0	149.0	not_in_net
CCDC184	48184708.0	48185926.0	1218.0	1218.0	1218.0	not_in_net
CCDC185	223395348.0	223395465.0	117.0	117.0	117.0	not_in_net
CCDC186	114137981.6	114140148.6	2167.0	4280.0	1024.0	not_in_net
CCDC187	136275838.2	136276745.2	907.0	3622.0	278.0	not_in_net
CCDC188	20148416.0	20148613.0	197.0	197.0	197.0	not_in_net
CCDC189	30758805.5	30758939.125	133.625	375.0	88.5	not_in_net
CCDC190	162853303.33333334	162854216.33333334	913.0	1805.0	467.0	not_in_net
CCDC191	114014841.4736842	114015052.31578948	210.8421052631579	1017.0	152.0	not_in_net
CCDC192	127941469.0	127941634.0	165.0	165.0	165.0	not_in_net
CCDC196	66496366.54285714	66496468.342857145	101.8	324.0	58.0	not_in_net
CCDC197	94004484.36363636	94004708.27272727	223.9090909090909	577.0	116.0	not_in_net
CCDC198	57480989.26923077	57481201.307692304	212.03846153846155	2053.0	103.0	not_in_net
CCDC200	43222571.64705882	43222680.941176474	109.29411764705883	333.0	91.5	not_in_net
CCDC201	45859994.0	45863084.0	3090.0	3090.0	3090.0	not_in_net
CCDC22	49250262.0	49250520.0	258.0	258.0	258.0	not_in_net
CCDC24	43994775.12	43994966.48	191.36	1272.0	77.0	not_in_net
CCDC25	27745241.416666668	27745654.916666668	413.5	2927.0	133.0	not_in_net
CCDC27	3765385.8	3765557.6	171.8	507.0	125.5	not_in_net
CCDC28A	138792804.0	138793316.0	512.0	515.0	513.0	not_in_net
CCDC28B	32204406.833333332	32204719.166666668	312.3333333333333	850.0	163.5	not_in_net
CCDC3	12896626.0	12898415.0	1789.0	1790.0	1789.0	not_in_net
CCDC30	42584290.45	42584624.55833333	334.10833333333335	6077.0	154.0	not_in_net
CCDC32	40543635.416666664	40544492.25	856.8333333333334	5012.0	561.5	not_in_net
CCDC33	74336512.5	74336916.66666667	404.1666666666667	968.0	198.5	not_in_net
CCDC34	27343690.5	27344533.5	843.0	1378.0	843.0	not_in_net
CCDC36	49254178.0	49254918.0	740.0	876.0	822.0	not_in_net
CCDC38	95895846.66666667	95896307.0	460.3333333333333	2337.0	90.0	not_in_net
CCDC39	180611345.33333334	180611722.33333334	377.0	912.0	211.0	not_in_net
CCDC40	80067461.125	80067795.625	334.5	837.0	279.5	not_in_net
CCDC42	8729942.5	8730129.0	186.5	194.0	186.5	not_in_net
CCDC43	44676358.0	44677543.25	1185.25	1566.0	1393.5	not_in_net
CCDC47	63747463.75	63748126.75	663.0	1625.0	465.0	not_in_net
CCDC50	191391761.0	191395417.0	3656.0	6898.0	3656.0	not_in_net
CCDC51	48432175.5	48432407.0	231.5	243.0	235.5	not_in_net
CCDC54	107378575.0	107378635.0	60.0	60.0	60.0	not_in_net
CCDC57	82133636.71428572	82133944.71428572	308.0	1357.0	152.5	not_in_net
CCDC58	122359710.25	122359868.0	157.75	277.0	174.0	not_in_net
CCDC59	82352303.0	82353150.0	847.0	847.0	847.0	not_in_net
CCDC6	59788747.0	59792916.0	4169.0	4169.0	4169.0	not_in_net
CCDC60	119467700.33333333	119467867.0	166.66666666666666	324.0	158.0	not_in_net
CCDC61	46014322.71428572	46014475.28571428	152.57142857142858	228.0	161.0	not_in_net
CCDC62	122825792.5	122826280.875	488.375	1106.0	444.0	not_in_net
CCDC63	110907477.0	110907534.66666667	57.666666666666664	58.0	58.0	not_in_net
CCDC65	48918704.11111111	48918915.222222224	211.11111111111111	402.0	169.0	not_in_net
CCDC66	56594781.131578945	56594993.10526316	211.97368421052633	1433.0	140.0	not_in_net
CCDC68	54902948.8	54904162.0	1213.2	2848.0	276.0	not_in_net
CCDC69	151188966.66666666	151189786.66666666	820.0	2384.0	105.0	not_in_net
CCDC7	32699351.078125	32699501.40625	150.328125	3075.0	84.0	not_in_net
CCDC70	51866081.0	51866232.0	151.0	151.0	151.0	not_in_net
CCDC71	49162535.0	49162804.0	269.0	269.0	269.0	not_in_net
CCDC71L	106656838.5	106660043.0	3204.5	5828.0	3204.5	not_in_net
CCDC73	32628277.333333332	32629702.333333332	1425.0	3626.0	564.0	not_in_net
CCDC74A	131531470.5	131531691.83333333	221.33333333333334	390.0	262.5	not_in_net
CCDC74B	130141347.16666667	130141518.66666667	171.5	390.0	138.0	not_in_net
CCDC77	441921.0	442481.5	560.5	721.0	719.0	not_in_net
CCDC78	722582.0	722723.0	141.0	187.0	141.0	not_in_net
CCDC8	46410329.0	46411193.0	864.0	864.0	864.0	not_in_net
CCDC80	112600947.5	112605416.0	4468.5	8622.0	4468.5	not_in_net
CCDC81	86422716.0	86423107.66666667	391.6666666666667	393.0	392.0	not_in_net
CCDC82	96355346.72727273	96356781.81818181	1435.090909090909	5321.0	868.0	not_in_net
CCDC83	85919511.0	85919875.0	364.0	510.0	510.0	not_in_net
CCDC84	119012824.8	119012924.06666666	99.26666666666667	194.0	103.0	not_in_net
CCDC85A	56384356.0	56386172.0	1816.0	1816.0	1816.0	not_in_net
CCDC85B	65891393.0	65891635.0	242.0	242.0	242.0	not_in_net
CCDC85C	99511494.0	99515245.0	3751.0	15055.0	284.0	not_in_net
CCDC86	60848571.333333336	60848937.0	365.6666666666667	840.0	198.0	not_in_net
CCDC87	66590176.0	66590465.0	289.0	289.0	289.0	not_in_net
CCDC88A	55313253.536	55313790.712	537.176	3322.0	146.0	not_in_net
CCDC88B	64357226.333333336	64357530.666666664	304.3333333333333	439.0	438.0	not_in_net
CCDC88C	91297861.2	91298685.7	824.5	2330.0	747.0	not_in_net
CCDC89	85683848.0	85685005.0	1157.0	1157.0	1157.0	not_in_net
CCDC9	47272570.0	47272827.0	257.0	274.0	257.0	not_in_net
CCDC90B	83271273.43333334	83271461.73333333	188.3	2813.0	77.0	not_in_net
CCDC91	28482344.4	28482551.8	207.4	992.0	105.5	not_in_net
CCDC92	123936184.33333333	123937083.0	898.6666666666666	1435.0	640.0	not_in_net
CCDC93	117930971.1111111	117932114.66666667	1143.5555555555557	4864.0	91.0	not_in_net
CCDC96	7040849.0	7041270.0	421.0	421.0	421.0	not_in_net
CCDC97	41321700.5	41322813.5	1113.0	2157.0	1113.0	not_in_net
CCDC9B	40332604.5	40335157.0	2552.5	3705.0	2552.5	not_in_net
CCER1	90952716.33333333	90953320.33333333	604.0	1306.0	424.0	not_in_net
CCER2	38908998.0	38909225.5	227.5	255.0	227.5	not_in_net
CCHCR1	31153848.627118643	31153988.389830507	139.76271186440678	264.0	151.0	not_in_net
CCIN	36171270.0	36171334.0	64.0	64.0	64.0	not_in_net
CCK	42257825.666666664	42258097.0	271.3333333333333	272.0	271.0	not_in_net
CCKAR	26481396.0	26481637.0	241.0	241.0	241.0	not_in_net
CCKBR	6269802.833333333	6270170.166666667	367.3333333333333	583.0	422.0	not_in_net
CCL1	34360328.0	34360558.0	230.0	230.0	230.0	not_in_net
CCL11	34287691.0	34288334.0	643.0	643.0	643.0	not_in_net
CCL13	34358132.0	34358610.0	478.0	478.0	478.0	not_in_net
CCL14	35983523.0	35983838.85714286	315.85714285714283	512.0	201.0	not_in_net
CCL15	35997263.666666664	35997502.0	238.33333333333334	486.0	184.0	not_in_net
CCL15-CCL14	35987829.333333336	35987951.0	121.66666666666667	232.0	114.0	not_in_net
CCL16	35977774.14285714	35978187.14285714	413.0	1163.0	192.0	not_in_net
CCL17	57415862.0	57416062.5	200.5	201.0	200.5	not_in_net
CCL18	36071160.666666664	36072150.666666664	990.0	990.0	990.0	not_in_net
CCL19	34689713.5	34689854.0	140.5	248.0	140.5	not_in_net
CCL2	34256586.0	34257009.5	423.5	472.0	423.5	not_in_net
CCL20	227817084.0	227817560.0	476.0	480.0	476.0	not_in_net
CCL21	34709140.0	34709444.0	304.0	388.0	304.0	not_in_net
CCL22	57363589.0	57366189.0	2600.0	2600.0	2600.0	not_in_net
CCL23	36013218.75	36013377.75	159.0	251.0	139.0	not_in_net
CCL24	75811665.0	75811795.0	130.0	130.0	130.0	not_in_net
CCL25	8061133.75	8061459.5	325.75	432.0	408.0	not_in_net
CCL26	75769533.0	75769692.0	159.0	159.0	159.0	not_in_net
CCL27	34661890.0	34661943.0	53.0	53.0	53.0	not_in_net
CCL28	43379632.75	43380765.25	1132.5	2666.0	903.0	not_in_net
CCL3	36088370.0	36088785.0	415.0	415.0	415.0	not_in_net
CCL3L1	36194869.0	36195285.0	416.0	416.0	416.0	not_in_net
CCL3L3	36228875.666666664	36229291.666666664	416.0	416.0	416.0	not_in_net
CCL4	36105440.166666664	36105748.333333336	308.1666666666667	313.0	310.5	not_in_net
CCL4L2	36237237.64864865	36237702.027027026	464.3783783783784	983.0	444.0	not_in_net
CCL5	35871647.571428575	35872345.428571425	697.8571428571429	885.0	885.0	not_in_net
CCL7	34271632.0	34271955.75	323.75	475.0	410.0	not_in_net
CCL8	34320908.0	34321402.0	494.0	494.0	494.0	not_in_net
CCM2	45074444.53333333	45074823.93333333	379.4	1483.0	393.0	not_in_net
CCM2L	32030706.333333332	32031399.333333332	693.0	1179.0	865.0	not_in_net
CCN1	85583043.0	85583950.0	907.0	907.0	907.0	not_in_net
CCN2	131948176.0	131949263.0	1087.0	1087.0	1087.0	not_in_net
CCN3	119423133.0	119424434.0	1301.0	1301.0	1301.0	not_in_net
CCN4	133227251.0	133228203.83333333	952.8333333333334	3979.0	269.5	not_in_net
CCN5	44727358.333333336	44727811.0	452.6666666666667	503.0	503.0	not_in_net
CCN6	112069282.8	112069678.1	395.3	1348.0	186.0	not_in_net
CCNA1	36442666.0	36442869.5	203.5	204.0	203.5	not_in_net
CCNA2	121816444.5	121817637.0	1192.5	1193.0	1192.5	not_in_net
CCNB1	69172691.0	69172863.375	172.375	613.0	170.0	not_in_net
CCNB1IP1	20312825.57142857	20313004.0	178.42857142857142	438.0	179.0	not_in_net
CCNB2	59124474.333333336	59125035.0	560.6666666666666	1377.0	167.0	not_in_net
CCNB3	50342958.0	50343129.27272727	171.27272727272728	303.0	155.0	not_in_net
CCNC	99547511.3	99547802.73333333	291.43333333333334	1222.0	85.0	not_in_net
CCND1	69649641.5	69651357.0	1715.5	3191.0	1715.5	not_in_net
CCND2	4298980.5	4301660.5	2680.0	5343.0	2680.0	not_in_net
CCND3	41935142.777777776	41935996.222222224	853.4444444444445	1006.0	983.0	not_in_net
CCNDBP1	43192076.02857143	43192300.6	224.57142857142858	2335.0	76.0	not_in_net
CCNE1	29823778.0	29824210.5	432.5	534.0	482.0	not_in_net
CCNE2	94886635.7	94887042.6	406.9	1861.0	138.5	not_in_net
CCNF	2447169.3529411764	2447519.411764706	350.05882352941177	2306.0	127.0	not_in_net
CCNG1	163443184.8888889	163443555.1111111	370.22222222222223	1342.0	55.0	not_in_net
CCNG2	77165564.75	77166829.25	1264.5	4135.0	392.5	not_in_net
CCNH	87380310.57142857	87380715.57142857	405.0	1569.0	171.0	not_in_net
CCNI	77051638.75	77051964.75	326.0	1063.0	92.0	not_in_net
CCNI2	132752971.0	132754283.5	1312.5	1432.0	1312.5	not_in_net
CCNJ	96058242.0	96060442.66666667	2200.6666666666665	2628.0	2628.0	not_in_net
CCNJL	160259068.21052632	160260088.0	1019.7894736842105	4692.0	302.0	not_in_net
CCNK	99522733.5	99523742.0	1008.5	1657.0	1008.5	not_in_net
CCNL1	157150937.13043478	157151090.73913044	153.6086956521739	793.0	108.0	not_in_net
CCNL2	1389876.5	1390173.6538461538	297.15384615384613	1519.0	111.0	not_in_net
CCNO	55231858.0	55232226.75	368.75	708.0	291.0	not_in_net
CCNQ	153592168.88235295	153592444.5882353	275.70588235294116	527.0	227.0	not_in_net
CCNT1	48692293.4	48694707.2	2413.8	5978.0	1403.0	not_in_net
CCNT2	134950250.94117647	134951081.94117647	831.0	4693.0	166.0	no_feedback
CCNY	35569171.0	35572482.25	3311.25	3498.0	3497.0	not_in_net
CCNYL1	207747077.69230768	207747641.30769232	563.6153846153846	2475.0	166.0	not_in_net
CCP110	19547271.0	19548613.8	1342.8	2159.0	2128.0	not_in_net
CCPG1	55356413.55555555	55357484.88888889	1071.3333333333333	4248.0	574.0	not_in_net
CCR1	46201711.0	46203245.0	1534.0	1534.0	1534.0	not_in_net
CCR10	42679154.5	42679552.0	397.5	663.0	397.5	not_in_net
CCR2	46359444.333333336	46360422.333333336	978.0	1067.0	1060.0	not_in_net
CCR3	46266227.0	46266588.75	361.75	479.0	433.5	not_in_net
CCR4	32954506.0	32956349.0	1843.0	1843.0	1843.0	not_in_net
CCR5	46373962.0	46376206.0	2244.0	2244.0	2244.0	not_in_net
CCR6	167137356.0	167138860.0	1504.0	2340.0	1687.5	not_in_net
CCR7	40554049.5	40554741.0	691.5	972.0	691.5	not_in_net
CCR8	39333131.0	39333595.5	464.5	649.0	464.5	not_in_net
CCR9	45901681.0	45902855.25	1174.25	1276.0	1275.0	not_in_net
CCRL2	46409115.0	46409522.666666664	407.6666666666667	408.0	408.0	not_in_net
CCS	66605663.6	66605788.8	125.2	296.0	103.0	not_in_net
CCSAP	229321180.33333334	229325234.0	4053.6666666666665	4223.0	4219.0	not_in_net
CCSER1	90878204.31578948	90878714.4736842	510.1578947368421	3255.0	112.0	not_in_net
CCSER2	84482762.71428572	84484866.57142857	2103.8571428571427	4977.0	247.0	not_in_net
CCT2	69600600.83333333	69600768.33333333	167.5	244.0	185.5	not_in_net
CCT3	156319821.32142857	156319963.10714287	141.78571428571428	334.0	131.5	not_in_net
CCT4	61868105.0	61868691.0	586.0	606.0	586.0	not_in_net
CCT5	10260184.642857144	10260447.92857143	263.2857142857143	1605.0	155.5	not_in_net
CCT6A	56063086.0	56063989.0	903.0	903.0	903.0	not_in_net
CCT6B	34927884.0	34928047.0	163.0	188.0	186.0	not_in_net
CCT7	73249679.85714285	73249800.57142857	120.71428571428571	171.0	143.0	not_in_net
CCT8	29056247.6	29056383.0	135.4	214.0	148.0	not_in_net
CCT8L2	16590751.0	16590876.0	125.0	125.0	125.0	not_in_net
CCZ1	5914021.769230769	5914239.538461538	217.76923076923077	918.0	111.0	not_in_net
CCZ1B	6813176.0	6813316.777777778	140.77777777777777	862.0	82.0	not_in_net
CD101	117034801.0	117034933.66666667	132.66666666666666	218.0	148.0	not_in_net
CD109	73823634.0	73828315.0	4681.0	4682.0	4682.0	not_in_net
CD14	140631730.0	140631855.0	125.0	127.0	125.0	not_in_net
CD151	838235.0	838749.3333333334	514.3333333333334	642.0	621.5	not_in_net
CD160	145737763.33333334	145739243.0	1479.6666666666667	2851.0	794.0	not_in_net
CD163	7475489.083333333	7475638.0	148.91666666666666	584.0	123.5	not_in_net
CD163L1	7357646.4	7357762.3	115.9	462.0	91.5	not_in_net
CD164	109366733.16666667	109368659.33333333	1926.1666666666667	2336.0	2332.0	not_in_net
CD164L2	27379176.0	27379774.0	598.0	870.0	598.0	not_in_net
CD177	43359157.75	43359409.0	251.25	851.0	162.5	not_in_net
CD180	67179613.0	67182856.0	3243.0	3243.0	3243.0	not_in_net
CD19	28939052.5	28939160.75	108.25	206.0	106.5	not_in_net
CD1A	158257691.0	158258269.0	578.0	578.0	578.0	not_in_net
CD1B	158327953.0	158328235.0	282.0	284.0	282.0	not_in_net
CD1C	158293542.0	158294195.5	653.5	1297.0	653.5	not_in_net
CD1D	158184151.0	158184896.0	745.0	745.0	745.0	not_in_net
CD1E	158356765.27272728	158357237.63636363	472.3636363636364	794.0	602.0	not_in_net
CD2	116761878.0	116762125.0	247.0	445.0	247.0	not_in_net
CD200	112355101.25	112355729.375	628.125	1266.0	408.0	not_in_net
CD200R1	112924647.6	112925886.0	1238.4	2471.0	806.0	not_in_net
CD200R1L	112823574.875	112823761.125	186.25	317.0	217.5	not_in_net
CD207	70830211.0	70831049.0	838.0	838.0	838.0	not_in_net
CD209	7742000.25	7743038.0	1037.75	3045.0	459.0	not_in_net
CD22	35342185.21428572	35342413.46428572	228.25	700.0	188.5	not_in_net
CD226	69848514.0	69851941.0	3427.0	11039.0	203.0	not_in_net
CD24	106970852.57142857	106971634.14285715	781.5714285714286	1829.0	385.0	not_in_net
CD244	160831280.8	160831630.8	350.0	1186.0	163.0	not_in_net
CD247	167430640.0	167431680.0	1040.0	1040.0	1040.0	not_in_net
CD248	66314494.0	66314753.0	259.0	259.0	259.0	not_in_net
CD27	6451393.0	6451718.0	325.0	325.0	325.0	not_in_net
CD274	5467863.0	5470560.0	2697.0	2703.0	2697.0	not_in_net
CD276	73708796.29411764	73709296.11764705	499.8235294117647	1557.0	296.0	not_in_net
CD28	203734913.0	203738911.0	3998.0	3999.0	3998.0	not_in_net
CD2AP	47624228.0	47627263.0	3035.0	3035.0	3035.0	not_in_net
CD2BP2	30351810.0	30352984.0	1174.0	2211.0	1174.0	not_in_net
CD300A	74484127.0	74484501.33333333	374.3333333333333	667.0	416.0	not_in_net
CD300C	74541073.0	74541588.0	515.0	515.0	515.0	not_in_net
CD300E	74609885.0	74612652.0	2767.0	2767.0	2767.0	not_in_net
CD300LB	74522163.5	74523155.5	992.0	1563.0	992.0	not_in_net
CD300LD	74579365.0	74580001.0	636.0	636.0	636.0	not_in_net
CD300LF	74695006.6923077	74695412.61538461	405.9230769230769	940.0	214.0	not_in_net
CD300LG	43856983.833333336	43857596.5	612.6666666666666	1727.0	314.5	not_in_net
CD302	159768629.33333334	159771850.0	3220.6666666666665	3222.0	3220.0	not_in_net
CD320	8302999.222222222	8303302.666666667	303.44444444444446	670.0	288.0	not_in_net
CD33	51237745.75	51238124.0	378.25	799.0	290.0	not_in_net
CD34	207884683.33333334	207887859.0	3175.6666666666665	6765.0	1564.0	not_in_net
CD36	80672737.46666667	80673130.0	392.53333333333336	2890.0	268.0	not_in_net
CD37	49339371.84615385	49339643.76923077	271.9230769230769	746.0	236.0	not_in_net
CD38	15841655.833333334	15842601.666666666	945.8333333333334	4629.0	89.0	not_in_net
CD3D	118339050.25	118339161.0	110.75	207.0	84.5	not_in_net
CD3E	118315543.0	118316173.0	630.0	632.0	630.0	not_in_net
CD3EAP	45409106.333333336	45409717.666666664	611.3333333333334	1264.0	286.0	not_in_net
CD3G	118351543.9090909	118351914.36363636	370.45454545454544	2042.0	83.0	not_in_net
CD4	6817533.0	6818540.0	1007.0	1469.0	1007.0	not_in_net
CD40	46128543.666666664	46128892.0	348.3333333333333	981.0	192.0	not_in_net
CD40LG	136659416.0	136660390.0	974.0	974.0	974.0	not_in_net
CD44	35218461.125	35219125.125	664.0	3068.0	281.0	not_in_net
CD46	207793014.46666667	207794208.2	1193.7333333333333	1994.0	1917.0	not_in_net
CD47	108046082.5	108047286.0	1203.5	4192.0	208.0	not_in_net
CD48	160680895.66666666	160681635.33333334	739.6666666666666	1242.0	672.0	not_in_net
CD5	61126064.0	61126846.5	782.5	1564.0	782.5	not_in_net
CD52	26320303.0	26320523.0	220.0	220.0	220.0	not_in_net
CD53	110899196.0	110899922.0	726.0	726.0	726.0	not_in_net
CD55	207364637.15384614	207365043.53846154	406.38461538461536	1355.0	330.0	not_in_net
CD58	116517798.2	116518008.4	210.2	526.0	101.0	not_in_net
CD59	33708914.5	33710685.375	1770.875	7115.0	604.0	not_in_net
CD5L	157830911.0	157831963.0	1052.0	1052.0	1052.0	not_in_net
CD6	61012502.9	61012787.9	285.0	1084.0	79.5	not_in_net
CD63	55725629.64285714	55725726.71428572	97.07142857142857	237.0	90.0	not_in_net
CD68	7581373.333333333	7581948.0	574.6666666666666	599.0	599.0	not_in_net
CD69	9753312.5	9754031.0	718.5	994.0	718.5	not_in_net
CD7	82315579.5	82316035.66666667	456.1666666666667	1272.0	332.0	not_in_net
CD70	6584511.0	6584659.0	148.0	180.0	148.0	not_in_net
CD72	35611800.75	35612054.25	253.5	767.0	228.0	not_in_net
CD74	150402973.23076922	150403373.15384614	399.9230769230769	2198.0	122.0	not_in_net
CD79A	41880981.0	41881372.0	391.0	391.0	391.0	not_in_net
CD79B	63928740.0	63929225.0	485.0	485.0	485.0	not_in_net
CD80	119526496.66666667	119527096.33333333	599.6666666666666	1456.0	306.0	not_in_net
CD81	2396854.285714286	2397064.0	209.71428571428572	552.0	128.0	not_in_net
CD82	44619127.0	44620033.5	906.5	1231.0	906.5	not_in_net
CD83	14135237.0	14136912.0	1675.0	1681.0	1675.0	not_in_net
CD84	160546141.16666666	160548543.5	2402.3333333333335	7160.0	42.0	not_in_net
CD86	122119535.0	122120348.33333333	813.3333333333334	1604.0	666.0	not_in_net
CD8A	86784610.33333333	86785919.0	1308.6666666666667	1309.0	1309.0	not_in_net
CD8B	86820363.5	86821196.33333333	832.8333333333334	4139.0	215.5	not_in_net
CD8B2	106525489.5	106527696.0	2206.5	4154.0	2206.5	not_in_net
CD9	6237525.4	6237894.4	369.0	508.0	421.0	not_in_net
CD93	23079360.0	23083949.0	4589.0	4589.0	4589.0	not_in_net
CD96	111618275.875	111618993.125	717.25	2565.0	167.0	not_in_net
CD99	2734606.1428571427	2734859.785714286	253.64285714285714	521.0	301.5	not_in_net
CD99L2	150783272.3529412	150784098.6470588	826.2941176470588	2764.0	146.0	not_in_net
CDA	20618569.0	20618903.0	334.0	334.0	334.0	not_in_net
CDADC1	49271709.4	49272134.6	425.2	1727.0	105.0	not_in_net
CDAN1	42729212.0	42729415.13333333	203.13333333333333	1057.0	107.0	not_in_net
CDC123	12250338.0	12250512.333333334	174.33333333333334	251.0	251.0	not_in_net
CDC14A	100484677.96875	100484868.1875	190.21875	1996.0	97.0	not_in_net
CDC14B	96503640.3	96504951.5	1311.2	3681.0	682.0	not_in_net
CDC14C	48926017.0	48927454.0	1437.0	1437.0	1437.0	not_in_net
CDC16	114272283.73333333	114272398.93333334	115.2	297.0	111.0	not_in_net
CDC20	43363130.0	43363203.0	73.0	73.0	73.0	not_in_net
CDC20B	55122219.5	55122716.25	496.75	1222.0	238.5	not_in_net
CDC23	138200707.14285713	138201046.2857143	339.14285714285717	1327.0	105.0	not_in_net
CDC25A	48157146.0	48158944.0	1798.0	1798.0	1798.0	not_in_net
CDC25B	3804962.0	3805938.6	976.6	1159.0	1156.0	not_in_net
CDC25C	138290733.92307693	138290902.92307693	169.0	426.0	118.0	not_in_net
CDC26	113266992.0	113267262.0	270.0	270.0	270.0	not_in_net
CDC27	47141067.57777778	47141273.844444446	206.26666666666668	3231.0	128.0	not_in_net
CDC34	541469.5	541962.75	493.25	706.0	617.5	not_in_net
CDC37	10394597.285714285	10394799.857142856	202.57142857142858	417.0	222.0	not_in_net
CDC37L1	4704607.0	4705803.5	1196.5	2286.0	1196.5	not_in_net
CDC40	110238069.0	110239576.66666667	1507.6666666666667	2100.0	2091.0	not_in_net
CDC42	22088167.083333332	22090486.75	2319.6666666666665	9842.0	485.5	not_in_net
CDC42BPA	226992109.375	226995598.125	3488.75	4402.0	4401.0	not_in_net
CDC42BPB	102959339.0	102960073.0	734.0	1331.0	734.0	not_in_net
CDC42BPG	64823052.0	64824472.0	1420.0	1420.0	1420.0	not_in_net
CDC42EP1	37568821.0	37569405.0	584.0	584.0	584.0	not_in_net
CDC42EP2	65321532.0	65322019.0	487.0	885.0	487.0	not_in_net
CDC42EP3	37641885.5	37645822.0	3936.5	3940.0	3936.5	not_in_net
